Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,Name,Category,Description
58657,1.101976,-0.296900,0.971861,-0.148501,-1.405716,-0.102857,-1.572441,-0.980797,-0.280225,-0.095598,0.382153,1.339764,-0.581969,-0.402087,1.467136,0.969181,0.928273,-1.155343,0.763489,0.376535,0.048817,-0.151523,1.079635,0.132134,0.451482,1.452196,1.160241,-0.890038,35.99,0,McDonald's,Food,
58834,-0.377420,0.385264,0.443772,-1.709069,-1.147050,0.550859,0.382221,-1.127435,-0.116007,-0.217113,2.296032,-0.241160,0.113640,0.358239,1.304992,-1.263941,0.179165,0.221548,-1.668385,0.780049,0.198101,-1.201420,0.313831,-2.096839,-0.285516,0.092003,-1.038386,-0.698815,9.44,0,Airbnb,Travel,
59002,-0.672420,1.052152,-1.936508,1.153616,0.206652,0.396371,1.218026,0.551594,0.911094,1.124532,0.435914,-0.879517,-0.140194,-0.212177,-0.237794,-0.376548,-1.352732,0.760569,1.347639,-0.170609,-0.330978,-1.165363,2.088456,0.450895,-1.431256,2.393410,-0.817519,0.027662,3.98,0,PlayStation Network,Entertainment,Recurring subscription
59022,-0.376261,-0.168325,-1.152847,1.494099,-1.808987,-1.402056,0.329873,0.802795,0.619515,0.209385,0.388769,0.178625,0.704297,0.333184,-0.147728,1.761605,1.120380,-2.639285,0.364322,-1.118101,-0.775527,-1.103246,1.360696,-0.541038,0.469412,0.103238,-1.001946,-1.069187,4.90,0,eBay AU,Other,
59067,-2.223698,-0.345434,0.008085,-1.792921,1.900256,-1.946886,-1.662476,1.453829,0.364243,-0.118104,0.360410,-0.432011,0.357097,0.252355,-0.452895,0.035884,-0.873769,0.038469,-0.534489,-0.942522,-1.419237,1.035243,0.494840,0.285237,0.348264,-0.147054,0.562202,0.877010,7.58,0,Hungry Jack's,Food,
59340,-1.951875,-1.596871,-0.374522,-0.714533,1.791774,-0.870372,-0.685043,-0.217160,1.730453,0.320487,0.147833,-0.895633,-0.953739,-0.091090,-0.692795,3.060749,1.083603,1.017319,-1.208554,1.299939,-0.775361,0.979688,-0.237501,-0.662879,-1.536404,-0.191859,1.078148,0.399803,8.41,0,KFC,Food,Membership fee
59566,1.347694,0.018309,0.244966,0.624786,0.375224,-0.457227,0.418575,-0.231763,0.818377,-0.103739,0.331176,0.289519,-0.975209,-1.184382,-1.019977,-0.481348,-0.138240,-0.245875,0.075634,-0.547563,-2.057430,0.087640,0.448046,-0.336162,-1.004208,-0.924502,-0.493966,-0.080950,136.23,0,Kmart,Other,Auto-renewal
59686,-2.808536,-2.740614,0.683500,0.187115,0.828440,-0.242740,-0.754376,-0.974719,-0.632862,0.383992,1.446634,0.131509,-1.007372,-2.782192,0.179816,-1.702027,2.502385,-1.441813,1.428227,-2.236410,0.350656,1.364087,-0.446219,2.563797,-0.336642,0.395582,0.544784,-0.970158,75.52,0,Vodafone,Utilities,Direct debit
59827,-0.420862,0.054929,0.079001,0.616407,1.120325,0.471454,-2.146136,0.437889,1.418802,-0.181352,-1.758118,0.975119,0.653921,-0.062592,0.532811,-0.348214,-1.436733,-1.012709,-2.758890,-0.701465,0.457952,1.212122,0.354907,-0.987428,-0.224171,0.435055,0.105303,0.481685,117.08,0,RentPay AU,Rent,
60233,-1.296904,-0.202941,-1.402244,1.526968,-0.161039,-2.163165,-1.305795,-0.352358,1.894221,0.077889,-0.426724,-0.018454,1.326809,0.624563,-1.171569,0.537076,0.521249,0.579768,-0.261892,0.917845,1.645902,-0.931292,-0.372892,0.803549,-0.029949,0.084647,0.127992,-0.068770,27.35,0,Aldi,Food,
60246,1.713088,1.657181,-0.603439,0.387579,-0.513567,0.598074,0.728125,-1.475555,-0.706622,-0.503535,0.825992,-1.540661,0.372968,0.098931,-0.246002,-2.954911,-1.411744,1.578507,0.685204,-2.157133,-1.030798,2.463133,-0.815968,0.372228,1.687457,-0.166168,-0.348580,1.453698,12.30,0,Coles,Food,
60304,-0.443913,-0.176372,-0.185006,0.018841,0.962792,0.997200,-1.317211,-1.115650,0.794378,0.677277,-0.073898,1.011241,-1.568249,1.387964,-0.449483,-0.372336,0.302894,-0.279959,0.277019,0.390880,0.055882,0.906149,-0.235908,-0.878845,-0.093313,-0.577751,1.051070,0.856430,17.35,0,Medibank,Insurance,Direct debit
60438,1.089399,1.792832,-0.982608,0.774099,0.056013,0.434206,-0.611942,1.062093,-0.868077,0.620875,-1.450542,-0.243510,-0.181060,-0.123680,-1.406893,-0.443074,0.695820,0.734697,0.763924,-0.619256,0.221988,-1.109194,-0.629689,-0.291276,0.396216,0.477954,-0.558174,-0.544110,17.80,0,Vodafone,Utilities,
60634,-0.433911,0.233821,0.613541,-0.390092,0.915915,0.595736,-0.352070,0.415872,0.444793,1.073999,-0.471547,0.248445,0.210320,0.991065,-1.532636,-0.031015,0.106686,0.164433,-0.515507,-0.173360,-0.432431,-1.203418,-0.085105,0.166586,-0.443200,-0.467359,0.254646,0.986543,41.92,0,Raiz,Investment,
61317,0.416378,0.047189,0.639131,-0.516701,-1.389389,-1.305484,-1.213771,0.708388,-0.510810,-0.911856,1.685527,-1.563018,0.096964,2.019764,0.147338,1.168797,-0.295850,-1.097177,0.198836,-0.751840,-0.645339,1.758955,-0.580877,0.590671,-0.079748,0.800049,1.542492,-0.456155,37.32,0,Telstra,Utilities,
61822,-1.121664,-0.321370,-0.067860,-0.979082,-1.402955,1.189726,0.648891,0.552909,1.604149,-0.642234,-1.336255,-0.552729,-0.762841,-0.142453,-2.433867,-1.067326,0.625592,1.795024,0.465530,0.425584,1.442798,2.327718,-1.253265,-2.299189,-0.233519,0.198755,-0.330127,0.399109,38.86,0,Starbucks,Food,
61869,-0.435314,0.494738,-0.301437,0.394998,-1.197636,-0.013396,0.490356,0.343066,1.929704,2.867024,0.380782,0.830172,0.510615,2.266541,0.560162,0.707804,0.826857,-1.646192,-0.876236,-0.778057,0.933055,0.060408,-1.180690,-1.228465,1.366026,0.614780,-0.878363,2.305750,27.35,0,Priceline,Other,
62060,-0.346939,-0.150196,-0.131061,-2.990094,0.756543,0.081835,2.156147,2.707395,2.053915,-3.775049,-0.279213,6.633737,1.969320,-5.659629,0.119483,-1.859923,-3.269048,1.082562,3.060459,-1.669494,-0.888154,-2.293850,1.859937,-0.837946,-0.664374,-1.600211,-1.536485,2.349576,1908.89,1,Steam,Entertainment,
62338,-0.204391,0.597353,-0.056492,1.143589,0.116446,-0.702127,-0.376184,0.638482,0.616656,0.517329,0.290617,-0.922974,0.067421,0.902909,-0.249405,0.320565,-2.612052,-1.948656,-0.855617,-0.781882,-2.071741,0.238664,0.267742,0.049838,1.257230,0.670393,0.563786,-0.925289,17.51,0,Airbnb,Travel,
62351,1.882751,-0.063333,-0.215031,0.499322,-0.293489,-0.154006,-2.100669,-0.901012,-1.222290,1.651544,0.019453,-0.431357,1.725755,1.828555,-0.292850,1.550687,-0.569729,-1.363166,1.102477,-1.840546,0.042374,-1.016895,-0.706666,0.622528,0.544313,1.957199,-0.751638,1.276231,29.60,0,LJ Hooker Rentals,Rent,
62532,-0.020288,1.167465,-1.172039,0.051266,-1.165060,-0.894163,0.006708,0.579670,1.923770,1.084690,-1.616036,-1.014068,1.267460,-1.325085,-0.470100,0.807221,0.370049,1.183671,-0.419088,1.897600,1.967659,-0.436728,-0.826624,-0.369461,0.830657,0.441941,-0.117250,0.290910,71.91,0,Sydney Trains,Travel,
62750,-0.162361,-0.111275,1.341622,1.187475,1.537624,-0.196845,0.910498,-0.055146,0.740730,-2.761751,0.941771,-0.328609,0.383069,-1.448184,-2.537959,0.915928,-0.088446,0.463588,-0.802776,0.773668,0.450151,0.883865,-1.608221,0.240846,-0.604215,1.260372,-0.822898,-2.020132,47.80,0,Kmart,Other,
62943,-0.065591,-0.250328,0.022631,0.282028,-0.332848,-2.086862,0.178049,0.840306,-0.541122,0.047201,1.046927,-0.014576,-2.351920,-1.027671,-1.455344,0.735378,0.237446,-0.203751,-0.107227,-0.415462,-0.028886,-0.755085,-0.343240,0.106597,0.064172,-1.396574,0.567247,-0.358262,218.54,0,Translink,Travel,
62949,0.676609,0.636993,-1.102561,0.248986,0.472530,1.094617,1.309254,0.273635,-0.379619,1.214575,1.676688,-0.633891,-0.104860,-0.219877,0.543477,-1.541719,-1.091232,1.601708,-0.098283,-0.962223,-0.842916,-0.841292,-1.355495,-0.677000,0.831933,-1.492779,0.897776,-0.282762,0.64,1,,,
63119,-0.536941,0.762156,0.527317,1.894375,1.483131,-0.213212,0.081748,1.403676,0.378268,0.073780,-0.050400,0.767794,0.306165,1.926227,0.668418,0.439469,0.196969,-0.615741,0.336365,1.894184,-1.221272,0.578762,0.294246,-0.175560,-0.368275,0.150711,-0.980520,1.740078,5.16,0,Woolworths,Food,
63158,1.344406,-1.113203,-0.211871,0.964587,0.502927,-0.564785,1.523969,1.553686,0.246292,0.597329,-0.114685,0.375611,0.742578,-0.001225,0.770521,0.741687,-1.412616,0.700964,0.390260,1.033430,-0.678790,0.741838,1.593389,-1.684795,-0.371905,0.157870,0.288822,1.088223,38.96,0,Apple TV+,Entertainment,Membership fee
63274,-0.109601,0.755935,0.512817,0.322881,0.874521,1.298559,-1.553254,0.205117,1.281630,-0.586613,0.453808,0.321109,0.946380,0.620096,0.395450,0.185067,1.561437,-0.612976,1.199195,0.092248,-0.508380,-1.116511,1.766930,1.996990,-0.615108,0.204430,0.687511,-0.704642,5.37,0,PlayStation Network,Entertainment,
64881,-0.528778,-0.631718,-0.681072,-1.358289,0.041952,0.225025,0.024749,-1.741330,-0.584347,1.692816,1.050982,0.287153,0.317204,-0.351101,-1.516448,-0.739689,-1.853711,0.409668,1.026430,-0.523638,-0.680744,0.243482,1.125047,-1.088971,-0.682270,0.593363,-0.555702,0.378825,16.89,0,KFC,Food,
64898,0.411592,1.392332,-2.750428,-0.470952,-1.305544,-1.779771,0.351913,1.367458,-0.675371,0.566642,-1.644801,-0.428067,-1.572546,0.748966,1.343988,0.585769,1.185048,0.283142,0.826823,0.398792,0.560396,1.547873,-0.473914,1.261164,0.163959,-0.343704,-2.123342,-0.087119,3.55,0,BP Service Station,Travel,Card present
65420,0.426028,-0.332546,-0.209223,1.367356,-0.166233,-0.301343,-0.060419,-0.995854,-1.142868,0.885397,-0.598734,-0.628893,0.025116,-1.489546,0.041980,0.104506,-0.285227,-0.877396,-0.965102,0.614347,0.572287,0.960621,-0.651476,0.440482,0.971101,1.724891,1.306802,-0.096954,68.24,0,Officeworks,Other,
65573,-1.536305,1.472686,-1.775132,-0.804666,-1.288720,-0.370087,-0.971914,0.528285,0.433991,1.456488,-0.193597,-0.641809,-0.399251,0.643240,0.335736,-1.427727,-0.923636,-1.132887,0.707783,0.361596,0.042585,0.905492,-0.001329,-1.587543,-0.787612,1.296755,0.218888,0.511429,9.14,0,Ray White Property,Rent,Auto-renewal
65967,0.915829,-1.256224,-0.521025,-0.584493,-0.723477,-1.145063,1.575674,1.348645,1.240435,-0.547566,0.620999,1.108701,0.117079,-2.683786,0.495932,0.278380,-1.022217,-0.250746,-0.641850,0.116503,-0.501905,0.906495,1.835716,0.505924,-1.095769,0.727917,-0.155822,0.380392,10.00,0,AAMI,Insurance,Recurring subscription
66832,-0.428191,0.571129,0.058923,0.050524,-1.665896,-0.788695,0.179798,-1.161776,0.061715,0.046430,-1.751179,0.777788,0.463245,-0.417914,0.460693,-0.804066,-1.281502,0.618968,-0.273191,-2.350216,-0.637107,-0.273358,0.244108,0.427033,0.958369,-1.973650,-0.379551,-0.276796,13.57,0,Qantas,Travel,
66861,0.044608,-1.199937,0.135907,0.768625,1.694812,-0.536839,-0.917210,-1.229397,-2.170792,-0.689156,-1.188701,0.652246,-0.074568,1.016159,0.801981,-0.573938,0.916620,0.320640,1.334218,-1.225171,-1.027284,-0.922942,1.233194,1.369819,0.462179,0.372361,0.425560,0.249145,99.04,0,Domino's Pizza,Food,
66869,-0.687308,-0.181231,-0.317728,-1.350736,0.512999,1.033567,-0.037330,-0.800405,0.025057,-1.891994,0.824347,1.330659,0.426521,-0.720986,0.837403,-2.236812,0.006122,1.537998,1.058518,-1.763561,-0.573262,1.428055,-0.010810,-1.038281,-2.149698,-2.018080,-0.357480,-0.745278,847.47,0,Belle Property,Rent,
67115,0.551361,-0.671426,-1.098678,1.398945,-0.031492,0.378919,-0.705041,-0.392802,-1.364644,-0.456077,-0.310974,-0.752647,-0.685228,-0.312285,0.643415,2.704324,0.294117,-0.107753,-0.824805,-0.877110,-1.149586,1.518229,-0.959594,-1.510079,0.385633,0.422336,-0.490027,-0.269045,6.92,0,McDonald's,Food,In-store payment
67297,0.632429,0.857885,0.109885,-0.957566,1.376393,-0.093297,-1.813447,0.475512,0.714094,-0.400681,-1.340392,-0.513150,0.311091,1.492242,-0.504819,0.196246,1.043882,-1.299725,0.788883,-1.081292,0.042333,0.336295,1.398651,-0.299605,0.508983,-1.761856,0.931068,0.289052,25.03,0,Kmart,Other,
67616,0.978590,-0.799929,-0.257213,0.482571,-0.262476,-0.717001,0.655415,0.271466,1.312688,-0.553255,-0.198205,-0.595468,0.330281,0.428957,1.558473,1.489672,-0.033920,0.298235,-0.497764,-0.739897,0.915816,0.121107,0.766456,0.458268,-0.263425,0.113230,-1.577247,-0.330975,153.48,0,Shell,Travel,Membership fee
67780,-0.931878,-0.535721,0.993645,-0.209031,-1.136470,1.199776,0.577898,-0.674001,0.965293,-0.714283,-1.146780,0.155704,0.946727,0.691248,-1.634512,1.338226,0.166646,-0.250623,0.838115,1.400007,1.750070,-0.115067,-0.811185,1.211084,-0.554645,-0.214587,-0.782647,-2.032447,6.33,0,Vanguard,Investment,Membership fee
68255,-0.389959,-0.444975,-1.285452,-1.229705,0.328574,-0.552614,-0.897221,-0.093527,0.074576,1.123208,-0.760412,-1.462555,1.360325,0.047006,-0.829066,1.290005,-0.493884,-1.331459,-0.116295,-1.037999,-1.316487,-0.270590,-0.278729,-0.619324,0.577533,0.364353,-0.798531,0.148711,67.84,0,Vodafone,Utilities,
68438,1.032843,1.056469,-1.396290,0.622804,0.548219,0.423389,-0.558366,1.622760,-1.472274,0.198116,-0.123616,0.802525,0.632477,0.017965,1.026930,-0.795347,-0.429868,-0.400425,0.739982,0.946484,-1.145079,0.651456,0.631807,0.031072,1.739177,0.804101,0.914208,-1.844474,17.36,0,Woolworths,Food,Membership fee
69144,1.587477,-0.611419,-1.992227,0.189331,1.073597,-0.530070,-0.750891,-0.807587,0.965720,0.608091,0.070845,-2.073460,-0.478796,1.914949,-3.585717,0.931156,0.045828,-0.811378,0.128802,0.419902,-0.595399,1.695141,-0.563063,0.212152,-1.847897,-1.199408,0.072324,-0.277587,94.01,0,NRMA Insurance,Insurance,POS terminal
69432,-2.118409,-0.143462,0.861420,-1.273664,0.790831,-0.868531,-0.603975,-0.819173,1.195489,-1.461881,-0.891139,0.346262,-0.412133,0.297221,0.403408,-0.392507,-1.207653,-0.073968,-1.063910,1.252973,0.167931,0.567982,0.254512,-0.701192,0.338902,-1.720637,0.655495,1.417736,462.15,0,Spotify,Entertainment,Card present
69615,1.260120,1.045070,-0.625412,-0.881401,-0.541055,0.687699,0.801542,0.449734,-0.945665,-0.525387,0.899422,1.617794,-0.811525,-0.689740,-1.503686,-0.869534,-2.133614,-2.079387,0.161165,0.115911,0.318857,-0.605292,0.466979,-0.109582,-0.875746,0.164849,1.827296,-1.289655,45.64,0,RentPay AU,Rent,
69804,-1.127367,-1.358277,1.355690,-1.401473,1.051928,-0.539315,-0.184000,-1.116662,0.868915,1.064996,-1.733282,0.890572,-0.553343,-0.822143,0.442863,-1.687379,-0.265139,-0.543018,1.748471,-0.397991,1.619066,0.159997,-0.787278,-0.381572,0.433547,-1.324092,0.005659,1.605035,11.05,0,JB Hi-Fi,Other,
69882,0.065688,-0.872899,1.545344,0.076498,-0.326771,-0.357810,1.251116,-0.518590,1.091643,-0.875967,-0.649550,-0.474917,-1.061463,0.730213,-1.540055,-0.981963,0.462380,0.617260,0.697685,0.768957,1.101564,0.101399,-0.253588,-0.548989,-0.119429,-1.408938,1.371234,-1.629222,5.62,0,Vanguard,Investment,
70176,-0.007409,-0.628334,-1.881484,-0.464891,2.108061,-1.154010,-0.011418,0.442454,-1.267997,0.116343,0.565718,0.991181,-1.083173,-3.161389,0.907934,0.860316,0.858198,1.207868,1.082112,-0.105879,0.583710,-0.810179,1.466314,1.018843,-1.123920,0.257813,-0.487502,-1.268131,10.49,0,Priceline,Other,
70601,-0.767575,-1.519392,0.719071,-0.120321,0.299168,-0.588673,-0.652106,-0.115467,-1.275554,-0.065148,0.631552,-0.176713,0.499900,0.027623,1.008092,0.331255,-0.222087,1.871955,1.010608,-0.455888,-1.142103,2.350888,-0.149615,-0.554227,0.568140,0.330274,0.863057,0.421259,11.10,0,Domino's Pizza,Food,
70737,0.253806,0.485185,-0.204395,1.314662,1.367326,-0.162853,2.321234,-0.716737,-0.671351,-1.280328,0.098040,-0.238457,-0.792839,0.303624,0.163120,-0.306857,1.160422,-1.382380,1.041640,-0.141338,1.380369,0.026849,0.058760,0.928424,0.587858,-0.027497,-0.461794,0.616990,24.27,0,Subway,Food,Membership fee
70869,-0.241390,0.478371,-1.061528,1.211367,0.911262,0.526479,-0.305877,-0.078765,-0.243957,-0.662265,-0.674869,0.188960,-1.297385,0.500919,-0.242098,-0.610425,0.829044,0.987496,-0.577367,-2.227526,-0.138787,-0.255190,-0.445849,0.103973,-0.509623,0.284225,-0.050292,-0.196198,20.77,0,Sydney Trains,Travel,
70991,-0.594123,0.653698,-0.514275,-1.229350,-0.860424,0.734595,0.653232,0.525842,-0.529938,0.540236,0.204406,-0.127269,0.674160,1.006263,-0.522273,0.213276,0.575356,-0.702054,-0.851138,0.509494,-1.349460,1.040829,0.735274,-1.681950,0.678661,-0.370990,-1.039074,-0.117324,17.32,0,Amazon AU,Other,
71026,0.443237,0.945673,1.064602,-1.343849,1.265096,-0.171370,-0.385989,-0.555538,0.796555,-0.216896,0.077829,1.258808,0.143682,-0.710810,-1.203032,-0.071284,-1.350527,-0.626616,0.063691,-0.787620,-0.094734,1.308714,0.459697,0.050062,-0.345071,-1.272803,-0.720747,-0.251382,7.50,0,Hertz,Travel,
71076,0.210365,1.192692,1.829909,-0.094923,0.893846,-0.540084,0.197574,1.832459,-1.277810,-1.044960,0.127066,0.958646,1.085404,0.131991,0.155362,1.956923,0.211506,0.616899,1.634106,1.091921,-0.308760,-0.282715,0.262719,0.443740,-0.990619,-1.492508,0.188130,0.924242,8.38,0,McDonald's,Food,Membership fee
71153,-1.876859,0.089363,-1.460581,1.587773,-0.497055,1.149986,-0.018813,1.173202,-0.081490,-0.112947,0.704255,-0.368361,0.355139,-0.407773,-0.876053,-1.014783,-0.720022,-2.273358,0.767143,1.059533,-1.307343,-1.520861,1.487565,-0.019226,-1.350013,1.526780,-0.520057,-0.580398,18.56,0,KFC,Food,Tap to pay
71995,0.328607,-0.651529,-0.053849,0.329109,-0.012021,0.289001,-1.292351,-0.389027,-0.606863,0.099452,-0.229911,1.105731,-0.952249,-0.750591,1.162558,1.396622,0.153339,1.233839,1.940289,-2.262017,1.272777,-0.106065,1.153174,-0.298706,-1.080125,1.387759,1.123716,-0.088231,77.28,0,KFC,Food,
72801,-0.410908,-0.840622,1.566951,0.326002,-2.247962,0.878944,1.229877,1.736651,-0.997614,-0.988080,-0.920539,-0.701506,0.781748,0.156620,-1.375542,0.562741,-0.404350,1.246406,-2.082492,0.142508,-1.721450,0.830626,-0.017959,0.306195,0.795873,0.181728,-0.672493,-0.479264,36.85,0,Spotify,Entertainment,
73619,-0.595223,1.095080,-0.330722,-0.311589,1.366459,0.811183,0.625004,0.694949,2.064550,0.549373,0.899820,-0.500045,0.236118,2.685545,-0.894674,-0.449007,-0.651241,-0.129243,0.412356,0.641158,-1.128636,2.653899,0.968557,-0.080365,-0.547549,0.801785,1.803453,1.349734,171.94,0,Origin Energy,Utilities,
73990,0.618361,0.382556,0.123180,-1.071121,0.038248,2.705601,0.092044,-0.461563,2.231121,-1.458223,-0.584079,-0.362716,0.481203,0.244740,0.161509,-0.915893,0.012920,1.241547,2.854516,0.165368,-0.304108,-0.942084,-0.160663,-0.699415,-0.722361,-0.362889,0.605802,2.098562,73.05,0,Priceline,Other,
76226,0.721108,-0.340913,-0.400534,0.141111,-0.106960,-1.527996,-1.009635,0.748422,0.084676,-1.503425,-0.620083,1.197559,0.152503,2.805949,0.263837,1.141356,-1.142935,-1.591958,2.306820,-1.050340,0.171688,0.579937,2.367941,-2.489993,0.356187,-1.077796,0.784781,0.572709,13.25,0,IGA,Food,
76291,-0.927492,-0.381847,0.077515,1.133729,-0.638415,0.089707,0.464103,0.830062,1.462911,-0.597871,0.122361,0.605457,1.802546,1.560203,0.367330,0.844647,-0.254848,0.168852,-0.229936,-0.535723,-0.352353,0.289158,0.723208,-0.776279,0.546978,-0.618582,-1.515941,-0.086544,6.92,0,Stake,Investment,Card present
76679,0.140225,0.327067,-0.252667,-1.280969,0.962332,0.071967,-0.829260,0.405956,0.196028,-0.556591,-0.723224,1.424138,0.146022,0.703623,1.403343,0.147461,1.479253,1.310250,0.321807,-1.328268,1.432383,-0.722805,-1.251921,0.350572,-0.302589,-0.776072,2.422941,0.975370,24.02,0,EnergyAustralia,Utilities,POS terminal
77043,0.252116,-0.337567,1.389433,0.834491,1.141759,-0.273861,-0.375316,0.763331,-1.867920,0.721920,0.400496,1.397767,-0.634185,-0.812901,-0.324999,-0.113640,-1.373233,0.703876,0.500884,0.609332,-1.726042,-0.872390,0.496897,2.155652,-2.112063,-0.025009,1.228325,1.201154,42.45,0,Chemist Warehouse,Other,
77079,0.222212,0.031018,-0.490270,0.619024,-1.213436,0.020559,1.814623,-1.144615,-0.011807,-0.906340,0.080978,-0.441201,1.231531,-0.514795,-0.663970,1.931806,1.329104,0.088524,-1.001058,-1.391689,1.363102,3.563846,0.249339,1.366342,-0.348136,0.258612,0.445599,1.559921,83.27,0,Kmart,Other,
77119,-0.539190,-0.209121,-0.699471,1.542984,-0.030916,0.401553,-1.077047,1.094367,0.923525,0.007858,-1.792056,0.957974,0.361191,-3.233765,0.329972,-0.262593,-0.019840,0.274564,-0.334709,-0.331742,-0.810452,1.798271,-1.722292,-0.748088,-0.014891,-0.989503,0.413091,-1.012037,160.30,0,Hoyts,Entertainment,
77943,-1.824013,-0.780015,-0.230607,1.035010,1.176306,0.537294,0.168886,-1.143723,0.617005,-0.607262,1.299799,1.395152,-0.557155,-1.885117,-0.967424,0.097337,-0.995729,-0.671627,0.785342,0.162456,2.013676,1.110223,0.037703,1.413150,-0.842053,1.466475,2.028931,1.752282,47.92,0,Officeworks,Other,Online purchase
78265,2.052599,0.996707,-0.435146,-1.412996,0.858419,-1.336479,-2.172466,0.335293,-2.607066,0.878171,-0.032807,0.541471,-0.062238,0.302843,-0.754356,-0.259380,0.183302,-0.673591,1.733939,-0.729364,-2.203810,-0.567840,-0.342213,1.746282,1.167476,-0.731776,-0.187795,2.434304,253.47,0,AAMI,Insurance,Auto-renewal
78320,-0.928934,-1.276317,-0.085305,0.151188,-0.652624,0.540385,0.388722,0.721823,-0.942650,1.104091,0.590857,1.370422,-0.185951,-1.352002,-0.989962,1.438582,0.103506,-0.575163,0.321468,0.328112,0.402459,0.284447,0.431303,0.930603,2.191767,1.423753,-1.106057,0.907761,60.76,0,IGA,Food,
78517,-0.040204,0.349644,0.145783,-0.917855,-1.084498,-0.853333,0.927818,0.003182,2.988134,1.451703,-1.140547,0.921764,-0.216929,-1.188877,0.887786,0.123943,0.374203,-0.207531,-0.565727,-0.172872,0.051981,-1.769281,-0.850916,0.708832,0.953717,0.520605,0.007572,2.499962,123.85,0,Hungry Jack's,Food,
79032,0.099383,-0.981648,1.011585,1.418160,-0.570743,0.547321,0.485883,-0.526429,-0.214333,-1.179773,1.828970,0.186151,1.279517,1.895743,0.455612,-0.339420,-0.475090,-1.665111,1.299034,-0.794738,0.896171,-0.245133,-1.039772,0.007048,0.136209,0.402749,0.294290,0.595697,4.74,0,AAMI,Insurance,
79337,0.095487,-2.327449,-0.447483,-0.026180,0.731109,-0.058583,-0.403006,-0.051690,0.225694,-0.529034,0.734007,-0.888488,0.933499,0.683986,0.232806,1.843174,0.004932,-2.106333,1.089671,-1.163405,-0.262328,-0.250126,-0.711211,1.543021,0.463196,0.875365,-0.667708,0.233209,6.13,0,Spotify,Entertainment,Membership fee
80037,0.627916,0.754032,0.121415,1.249789,0.018276,1.541648,2.307948,-0.456318,-0.997144,-0.864005,-0.372476,0.208402,-0.801585,-1.452819,1.380273,1.152973,-0.883660,0.677515,-0.119260,-2.447989,-0.514697,0.691844,0.277389,-0.206540,0.749563,0.368616,-0.469315,-0.240231,34.09,0,Virgin Australia,Travel,Card present
80311,-0.116286,0.745719,-1.454931,0.926768,0.594425,-1.117240,2.660332,-0.332466,0.178490,-0.091653,-0.215455,-0.549959,-1.089010,1.630147,0.101307,-1.829659,0.131950,0.688954,1.584741,-1.018934,0.007367,0.477874,-1.756307,0.768522,-0.705806,-0.753893,-0.176970,-1.273716,80.30,0,BP Service Station,Travel,
80489,0.779612,-1.090319,-0.089029,-0.447550,-1.132478,-0.122202,-0.028023,0.071480,-1.209488,-0.128474,0.079505,0.248200,0.235924,0.643166,0.631131,0.950779,0.842824,-0.321095,0.927662,-0.149854,-0.099554,0.847118,0.461624,0.155137,-0.723910,0.900716,0.264263,0.047606,3.20,0,SelfWealth,Investment,Direct debit
81498,0.554654,-1.038708,-4.262777,1.035159,2.158500,1.416251,-1.187904,0.376976,-0.049685,-3.243894,1.349510,7.008459,-0.621081,-9.920949,-0.292664,0.191040,-1.752662,-2.653325,-1.344297,3.088622,-3.262374,0.469758,-0.412383,-1.264978,0.368815,-0.850011,-2.368174,6.182713,1593.84,1,Anonymous Vendor,Other,Out-of-country payment
82256,-0.311658,0.642583,0.850839,-1.648473,0.820338,0.760758,1.426064,1.026956,0.546739,-0.054134,0.422116,-0.705969,-1.172120,1.219329,-1.531222,1.329720,-0.820180,-0.419463,-0.640927,-0.610782,-1.192148,-0.724044,0.918098,1.927902,0.375374,0.651506,0.886373,0.235858,12.72,0,KFC,Food,
82443,-0.188662,0.505640,-0.877515,-1.562447,1.002816,0.491221,1.409653,-0.774410,0.043320,0.687264,-0.690536,-1.108411,-1.549082,-1.375830,0.093789,-0.742447,-1.495592,0.095178,-2.499454,-1.012453,0.797969,0.974278,-0.685795,0.297523,0.791199,0.623097,0.786829,-1.796291,2.82,0,Hertz,Travel,
83079,-0.569080,-1.940412,1.302747,0.523530,-0.342144,-0.231561,-1.192077,0.070819,0.949347,0.657153,-1.908753,0.393640,-0.369393,-1.571305,0.551609,0.805673,-1.198716,0.693931,0.809365,0.534293,0.922897,-0.263328,0.814390,-0.379026,-1.887559,-2.781378,-0.890813,-0.310561,9.93,0,eBay AU,Other,Recurring subscription
83920,-0.902165,-0.393064,-0.192068,0.914339,1.003281,-0.990139,1.519285,-0.050809,-0.359303,0.350115,-0.719667,0.032256,0.096319,0.271839,-1.529445,-1.096023,-0.873998,-1.034500,-2.073431,0.709164,0.530615,-0.222646,1.429811,-0.610890,0.284531,0.277748,0.145812,0.152168,2.18,0,Officeworks,Other,
84371,0.909312,0.076540,-1.938788,0.694151,-1.071264,1.417636,-2.572970,2.592940,0.167196,-0.628844,-2.046704,-0.388714,-1.080670,-0.103419,-1.278824,-2.805140,-0.198211,-0.379002,-1.649721,-0.570999,0.572861,-0.123207,-0.837232,0.536080,-0.476387,0.420805,1.280130,-0.143797,4.00,0,JB Hi-Fi,Other,POS terminal
